GRID Exact Cut ID,Easting,Northing,Borough
993,513500,172500,Richmond
994,515500,172500,Richmond
995,517500,172500,Richmond
996,519500,172500,Richmond
997,521500,172500,Richmond
998,521500,172500,Wandsworth
999,521500,172500,Kingston
1000,523500,172500,Wandsworth
1001,523500,172500,Merton
1002,525500,172500,Merton
1003,525500,172500,Wandsworth
1004,527500,172500,Wandsworth
1005,529500,172500,Lambeth
1006,529500,172500,Wandsworth
1007,531500,172500,Lambeth
1008,533500,172500,Southwark
1009,535500,172500,Lewisham
1010,537500,172500,Lewisham
1011,539500,172500,Lewisham
1012,541500,172500,Lewisham
1013,541500,172500,Bromley
1014,543500,172500,Greenwich
1015,545500,172500,Bromley
1016,545500,172500,Bexley
1017,547500,172500,Bexley
1018,549500,172500,Non GLA
1019,549500,172500,Bexley
1020,551500,172500,Non GLA
1021,553500,171500,Non GLA
1022,507500,170500,Non GLA
1023,509500,170500,Non GLA
1024,511500,170500,Non GLA
1025,511500,170500,Hounslow
1026,511500,170500,Richmond
1027,513500,170500,Richmond
1028,515500,170500,Richmond
1029,517500,170500,Richmond
1030,517500,170500,Kingston
1031,519500,170500,Kingston
1032,519500,170500,Richmond
1033,521500,170500,Merton
1034,521500,170500,Kingston
1035,523500,170500,Merton
1036,525500,170500,Merton
1037,527500,170500,Merton
1038,527500,170500,Wandsworth
1039,529500,170500,Wandsworth
1040,529500,170500,Merton
1041,529500,170500,Lambeth
1042,531500,170500,Lambeth
1043,531500,170500,Croydon
1044,533500,170500,Croydon
1045,533500,170500,Lambeth
1046,533500,170500,Southwark
1047,533500,170500,Bromley
1048,535500,170500,Bromley
1049,537500,170500,Lewisham
1050,537500,170500,Bromley
1051,539500,170500,Bromley
1052,539500,170500,Lewisham
1053,541500,170500,Bromley
1054,543500,170500,Bromley
1055,545500,170500,Bromley
1056,545500,170500,Bexley
1057,547500,170500,Bexley
1058,547500,170500,Bromley
1059,549500,170500,Non GLA
1060,549500,170500,Bexley
1061,549500,170500,Bromley
1062,551500,170500,Non GLA
1063,553500,169500,Non GLA
1064,511500,168500,Non GLA
1065,513500,168500,Non GLA
1066,513500,168500,Richmond
1067,515500,168500,Non GLA
1068,515500,168500,Richmond
1069,517500,168500,Richmond
1070,517500,168500,Kingston
1071,519500,168500,Kingston
1072,521500,168500,Kingston
1073,523500,168500,Merton
1074,525500,168500,Merton
1075,527500,168500,Merton
1076,529500,168500,Merton
1077,531500,168500,Croydon
1078,533500,168500,Croydon
1079,535500,168500,Croydon
1080,535500,168500,Bromley
1081,537500,168500,Bromley
1082,539500,168500,Bromley
1083,541500,168500,Bromley
1084,543500,168500,Bromley
1085,545500,168500,Bromley
1086,547500,168500,Bromley
1087,549500,168500,Non GLA
1088,549500,168500,Bromley
1089,516500,166500,Non GLA
1090,518500,166500,Kingston
1091,520500,166500,Kingston
1092,522500,166500,Non GLA
1093,522500,166500,Sutton
1094,522500,166500,Merton
1095,522500,166500,Kingston
1096,524500,166500,Sutton
1097,524500,166500,Merton
1098,526500,166500,Sutton
1099,526500,166500,Merton
1100,528500,166500,Sutton
1101,530500,166500,Croydon
1102,530500,166500,Sutton
1103,532500,166500,Croydon
1104,534500,166500,Croydon
1105,536500,166500,Croydon
1106,536500,166500,Bromley
1107,538500,166500,Bromley
1108,540500,166500,Bromley
1109,542500,166500,Bromley
1110,544500,166500,Bromley
1111,546500,166500,Bromley
1112,548500,166500,Bromley
1113,550500,166500,Non GLA
1114,516500,164500,Non GLA
1115,518500,164500,Kingston
1116,520500,164500,Non GLA
1117,520500,164500,Kingston
1118,522500,164500,Non GLA
1119,522500,164500,Sutton
1120,524500,164500,Sutton
1121,526500,164500,Sutton
1122,528500,164500,Sutton
1123,530500,164500,Sutton
1124,530500,164500,Croydon
1125,532500,164500,Croydon
1126,534500,164500,Croydon
1127,536500,164500,Croydon
1128,538500,164500,Croydon
1129,538500,164500,Bromley
1130,540500,164500,Bromley
1131,542500,164500,Bromley
1132,544500,164500,Bromley
1133,546500,164500,Bromley
1134,548500,164500,Bromley
1135,550500,164500,Non GLA
1136,516500,162500,Non GLA
1137,516500,162500,Kingston
1138,518500,162500,Non GLA
1139,518500,162500,Kingston
1140,520500,162500,Non GLA
1141,522500,162500,Non GLA
1142,524500,162500,Non GLA
1143,524500,162500,Sutton
1144,526500,162500,Sutton
1145,528500,162500,Sutton
1146,530500,162500,Croydon
1147,530500,162500,Sutton
1148,532500,162500,Croydon
1149,534500,162500,Croydon
1150,536500,162500,Croydon
1151,538500,162500,Croydon
1152,540500,162500,Bromley
1153,542500,162500,Bromley
1154,544500,162500,Bromley
1155,546500,162500,Bromley
1156,548500,162500,Non GLA
1157,548500,162500,Bromley
1158,550500,162500,Non GLA
1159,516500,160500,Non GLA
1160,516500,160500,Kingston
1161,518500,160500,Non GLA
1162,518500,160500,Kingston
1163,520500,160500,Non GLA
1164,522500,160500,Non GLA
1165,524500,160500,Non GLA
1166,524500,160500,Sutton
1167,526500,160500,Non GLA
1168,528500,160500,Non GLA
1169,528500,160500,Sutton
1170,530500,160500,Croydon
1171,532500,160500,Croydon
1172,534500,160500,Croydon
1173,536500,160500,Non GLA
1174,536500,160500,Croydon
1175,538500,160500,Non GLA
1176,538500,160500,Croydon
1177,540500,160500,Bromley
1178,542500,160500,Bromley
1179,544500,160500,Bromley
1180,546500,160500,Non GLA
1181,546500,160500,Bromley
1182,548500,160500,Non GLA
1183,550500,160500,Non GLA
1184,528500,158500,Non GLA
1185,528500,158500,Croydon
1186,530500,158500,Croydon
1187,532500,158500,Croydon
1188,534500,158500,Non GLA
1189,536500,158500,Non GLA
1190,538500,158500,Non GLA
1191,540500,158500,Non GLA
1192,540500,158500,Bromley
1193,542500,158500,Non GLA
1194,542500,158500,Bromley
1195,544500,158500,Bromley
1196,546500,158500,Non GLA
1197,548500,158500,Non GLA
1198,550500,158500,Non GLA
1199,528500,156500,Non GLA
1200,530500,156500,Non GLA
1201,530500,156500,Croydon
1202,532500,156500,Non GLA
1203,532500,156500,Croydon
1204,534500,156500,Non GLA
1205,536500,156500,Non GLA
1206,538500,156500,Non GLA
1207,540500,156500,Non GLA
1208,540500,156500,Bromley
1209,542500,156500,Non GLA
1210,542500,156500,Bromley
1211,544500,156500,Non GLA
1212,544500,156500,Bromley
1213,546500,156500,Non GLA
1214,548500,156500,Non GLA
1215,550500,156500,Non GLA
1216,526500,200500,Non GLA
1217,528500,200500,Non GLA
1218,528500,200500,Enfield
1219,530500,200500,Non GLA
1220,530500,200500,Enfield
1221,532500,200500,Non GLA
1222,532500,200500,Enfield
1223,534500,200500,Non GLA
1224,534500,200500,Enfield
1225,536500,200500,Non GLA
1226,536500,200500,Enfield
1227,518500,198500,Non GLA
1228,520500,198500,Non GLA
1229,522500,198500,Non GLA
1230,524500,198500,Non GLA
1231,524500,198500,Barnet
1232,526500,198500,Non GLA
1233,526500,198500,Enfield
1234,528500,198500,Enfield
1235,530500,198500,Enfield
1236,532500,198500,Enfield
1237,534500,198500,Enfield
1238,536500,198500,Enfield
1239,518500,196500,Non GLA
1240,520500,196500,Non GLA
1241,522500,196500,Non GLA
1242,522500,196500,Barnet
1243,524500,196500,Barnet
1244,526500,196500,Barnet
1245,528500,196500,Barnet
1246,528500,196500,Enfield
1247,530500,196500,Enfield
1248,532500,196500,Enfield
1249,534500,196500,Enfield
1250,536500,196500,Enfield
1251,538500,196500,Non GLA
1252,540500,196500,Non GLA
1253,511500,194500,Non GLA
1254,513500,194500,Non GLA
1255,515500,194500,Non GLA
1256,515500,194500,Harrow
1257,517500,194500,Non GLA
1258,517500,194500,Barnet
1259,517500,194500,Harrow
1260,519500,194500,Non GLA
1261,519500,194500,Barnet
1262,521500,194500,Barnet
1263,523500,194500,Barnet
1264,525500,194500,Barnet
1265,527500,194500,Barnet
1266,529500,194500,Barnet
1267,529500,194500,Enfield
1268,531500,194500,Enfield
1269,533500,194500,Enfield
1270,535500,194500,Enfield
1271,537500,194500,Enfield
1272,537500,194500,Waltham Forest
1273,539500,194500,Redbridge
1274,539500,194500,Waltham Forest
1275,541500,194500,Non GLA
1276,543500,194500,Non GLA
1277,545500,194500,Non GLA
1278,547500,194500,Non GLA
1279,549500,194500,Non GLA
1280,551500,194500,Non GLA
1281,551500,194500,Havering
1282,553500,194500,Non GLA
1283,553500,194500,Havering
1284,555500,194500,Non GLA
1285,555500,194500,Havering
1286,504500,193500,Non GLA
1287,504500,193500,Hillingdon
1288,506500,193500,Non GLA
1289,508500,193500,Non GLA
1290,510500,192500,Non GLA
1291,512500,192500,Non GLA
1292,512500,192500,Harrow
1293,514500,192500,Harrow
1294,516500,192500,Harrow
1295,518500,192500,Harrow
1296,518500,192500,Barnet
1297,520500,192500,Barnet
1298,522500,192500,Barnet
1299,524500,192500,Barnet
1300,526500,192500,Barnet
1301,528500,192500,Enfield
1302,528500,192500,Barnet
1303,530500,192500,Enfield
1304,532500,192500,Enfield
1305,534500,192500,Enfield
1306,536500,192500,Enfield
1307,536500,192500,Waltham Forest
1308,538500,192500,Waltham Forest
1309,540500,192500,Redbridge
1310,540500,192500,Waltham Forest
1311,542500,192500,Non GLA
1312,542500,192500,Redbridge
1313,544500,192500,Non GLA
1314,544500,192500,Redbridge
1315,546500,192500,Non GLA
1316,546500,192500,Redbridge
1317,548500,192500,Havering
1318,548500,192500,Redbridge
1319,550500,192500,Havering
1320,552500,192500,Havering
1321,554500,192500,Havering
1322,556500,192500,Non GLA
1323,556500,192500,Havering
1324,504500,191500,Non GLA
1325,504500,191500,Hillingdon
1326,506500,191500,Non GLA
1327,506500,191500,Hillingdon
1328,508500,191500,Hillingdon
1329,510500,190500,Hillingdon
1330,510500,190500,Harrow
1331,512500,190500,Harrow
1332,514500,190500,Harrow
1333,516500,190500,Harrow
1334,518500,190500,Harrow
1335,520500,190500,Harrow
1336,520500,190500,Barnet
1337,520500,190500,Brent
1338,522500,190500,Barnet
1339,524500,190500,Barnet
1340,526500,190500,Barnet
1341,528500,190500,Barnet
1342,528500,190500,Haringey
1343,530500,190500,Haringey
1344,532500,190500,Haringey
1345,534500,190500,Haringey
1346,536500,190500,Waltham Forest
1347,538500,190500,Waltham Forest
1348,540500,190500,Redbridge
1349,542500,190500,Redbridge
1350,544500,190500,Redbridge
1351,546500,190500,Redbridge
1352,548500,190500,Havering
1353,548500,190500,Redbridge
1354,548500,190500,Barking and Dagenham
1355,550500,190500,Havering
1356,552500,190500,Havering
1357,554500,190500,Havering
1358,556500,190500,Havering
1359,504500,189500,Non GLA
1360,504500,189500,Hillingdon
1361,506500,189500,Hillingdon
1362,508500,189500,Hillingdon
1363,558500,189500,Non GLA
1364,558500,189500,Havering
1365,560500,189500,Non GLA
1366,510500,188500,Hillingdon
1367,512500,188500,Harrow
1368,514500,188500,Harrow
1369,516500,188500,Brent
1370,516500,188500,Harrow
1371,518500,188500,Brent
1372,518500,188500,Harrow
1373,520500,188500,Brent
1374,522500,188500,Barnet
1375,524500,188500,Barnet
1376,526500,188500,Barnet
1377,526500,188500,Haringey
1378,528500,188500,Haringey
1379,530500,188500,Haringey
1380,532500,188500,Hackney
1381,532500,188500,Haringey
1382,534500,188500,Hackney
1383,534500,188500,Haringey
1384,534500,188500,Waltham Forest
1385,536500,188500,Waltham Forest
1386,538500,188500,Waltham Forest
1387,540500,188500,Redbridge
1388,542500,188500,Redbridge
1389,544500,188500,Redbridge
1390,546500,188500,Redbridge
1391,548500,188500,Havering
1392,548500,188500,Barking and Dagenham
1393,550500,188500,Havering
1394,552500,188500,Havering
1395,554500,188500,Havering
1396,556500,188500,Havering
1397,504500,187500,Non GLA
1398,504500,187500,Hillingdon
1399,506500,187500,Hillingdon
1400,508500,187500,Hillingdon
1401,558500,187500,Non GLA
1402,558500,187500,Havering
1403,560500,187500,Non GLA
1404,560500,187500,Havering
1405,510500,186500,Hillingdon
1406,512500,186500,Harrow
1407,512500,186500,Hillingdon
1408,514500,186500,Harrow
1409,516500,186500,Brent
1410,516500,186500,Harrow
1411,518500,186500,Brent
1412,520500,186500,Brent
1413,522500,186500,Brent
1414,522500,186500,Barnet
1415,524500,186500,Barnet
1416,526500,186500,Camden
1417,528500,186500,Islington
1418,528500,186500,Camden
1419,530500,186500,Islington
1420,532500,186500,Islington
1421,532500,186500,Hackney
1422,534500,186500,Hackney
1423,536500,186500,Hackney
1424,536500,186500,Waltham Forest
1425,538500,186500,Waltham Forest
1426,540500,186500,Redbridge
1427,540500,186500,Newham
1428,540500,186500,Waltham Forest
1429,542500,186500,Redbridge
1430,542500,186500,Newham
1431,544500,186500,Redbridge
1432,546500,186500,Barking and Dagenham
1433,546500,186500,Redbridge
1434,548500,186500,Barking and Dagenham
1435,550500,186500,Havering
1436,550500,186500,Barking and Dagenham
1437,552500,186500,Havering
1438,554500,186500,Havering
1439,556500,186500,Havering
1440,504500,185500,Non GLA
1441,506500,185500,Hillingdon
1442,508500,185500,Hillingdon
1443,558500,185500,Havering
1444,560500,185500,Havering
1445,510500,184500,Hillingdon
1446,512500,184500,Hillingdon
1447,512500,184500,Ealing
1448,514500,184500,Ealing
1449,516500,184500,Brent
1450,516500,184500,Ealing
1451,518500,184500,Brent
1452,520500,184500,Brent
1453,522500,184500,Brent
1454,524500,184500,Camden
1455,524500,184500,Brent
1456,526500,184500,Camden
1457,528500,184500,Camden
1458,530500,184500,Camden
1459,530500,184500,Islington
1460,532500,184500,Islington
1461,532500,184500,Hackney
1462,534500,184500,Hackney
1463,536500,184500,Hackney
1464,536500,184500,Tower Hamlets
1465,538500,184500,Newham
1466,540500,184500,Newham
1467,542500,184500,Newham
1468,544500,184500,Barking and Dagenham
1469,544500,184500,Redbridge
1470,546500,184500,Barking and Dagenham
1471,548500,184500,Barking and Dagenham
1472,550500,184500,Havering
1473,550500,184500,Barking and Dagenham
1474,552500,184500,Havering
1475,554500,184500,Havering
1476,556500,184500,Havering
1477,504500,183500,Non GLA
1478,504500,183500,Hillingdon
1479,506500,183500,Hillingdon
1480,508500,183500,Hillingdon
1481,558500,183500,Non GLA
1482,510500,182500,Ealing
1483,510500,182500,Hillingdon
1484,512500,182500,Hillingdon
1485,512500,182500,Ealing
1486,514500,182500,Ealing
1487,516500,182500,Ealing
1488,518500,182500,Brent
1489,518500,182500,Ealing
1490,520500,182500,Ealing
1491,520500,182500,Brent
1492,522500,182500,Brent
1493,522500,182500,Kensington and Chelsea
1494,522500,182500,Hammersmith and Fulham
1495,524500,182500,City of Westminster
1496,524500,182500,Kensington and Chelsea
1497,524500,182500,Brent
1498,526500,182500,City of Westminster
1499,534500,182500,Tower Hamlets
1500,536500,182500,Tower Hamlets
1501,538500,182500,Newham
1502,538500,182500,Tower Hamlets
1503,540500,182500,Newham
1504,542500,182500,Newham
1505,544500,182500,Newham
1506,544500,182500,Barking and Dagenham
1507,546500,182500,Barking and Dagenham
1508,548500,182500,Barking and Dagenham
1509,550500,182500,Barking and Dagenham
1510,550500,182500,Havering
1511,552500,182500,Havering
1512,554500,182500,Havering
1513,556500,182500,Non GLA
1514,556500,182500,Havering
1515,505500,181500,Hillingdon
1516,507500,181500,Hillingdon
1517,509500,180500,Hillingdon
1518,511500,180500,Hillingdon
1519,511500,180500,Ealing
1520,513500,180500,Ealing
1521,515500,180500,Ealing
1522,517500,180500,Ealing
1523,519500,180500,Ealing
1524,521500,180500,Ealing
1525,521500,180500,Hammersmith and Fulham
1526,523500,180500,Hammersmith and Fulham
1527,523500,180500,Kensington and Chelsea
1528,525500,180500,Kensington and Chelsea
1529,525500,180500,City of Westminster
1530,535500,180500,Tower Hamlets
1531,535500,180500,Southwark
1532,537500,180500,Tower Hamlets
1533,539500,180500,Newham
1534,539500,180500,Greenwich
1535,539500,180500,Tower Hamlets
1536,541500,180500,Newham
1537,543500,180500,Newham
1538,545500,180500,Greenwich
1539,547500,180500,Greenwich
1540,547500,180500,Bexley
1541,549500,180500,Bexley
1542,551500,180500,Bexley
1543,551500,180500,Havering
1544,553500,180500,Havering
1545,555500,180500,Non GLA
1546,555500,180500,Havering
1547,557500,180500,Non GLA
1548,505500,179500,Non GLA
1549,505500,179500,Hillingdon
1550,507500,179500,Hillingdon
1551,509500,178500,Hillingdon
1552,511500,178500,Ealing
1553,511500,178500,Hounslow
1554,513500,178500,Hounslow
1555,513500,178500,Ealing
1556,515500,178500,Ealing
1557,515500,178500,Hounslow
1558,517500,178500,Ealing
1559,517500,178500,Hounslow
1560,519500,178500,Ealing
1561,519500,178500,Hounslow
1562,521500,178500,Hammersmith and Fulham
1563,521500,178500,Ealing
1564,521500,178500,Hounslow
1565,523500,178500,Richmond
1566,523500,178500,Hammersmith and Fulham
1567,525500,178500,Kensington and Chelsea
1568,525500,178500,Hammersmith and Fulham
1569,527500,178500,Kensington and Chelsea
1570,529500,178500,Lambeth
1571,533500,178500,Southwark
1572,535500,178500,Lewisham
1573,535500,178500,Southwark
1574,537500,178500,Tower Hamlets
1575,537500,178500,Greenwich
1576,537500,178500,Lewisham
1577,539500,178500,Greenwich
1578,541500,178500,Greenwich
1579,543500,178500,Greenwich
1580,545500,178500,Greenwich
1581,547500,178500,Greenwich
1582,547500,178500,Bexley
1583,549500,178500,Bexley
1584,551500,178500,Bexley
1585,551500,178500,Havering
1586,553500,178500,Non GLA
1587,553500,178500,Havering
1588,553500,178500,Bexley
1589,555500,178500,Non GLA
1590,557500,178500,Non GLA
1591,504500,177500,Non GLA
1592,504500,177500,Hillingdon
1593,506500,177500,Hillingdon
1594,508500,176500,Hillingdon
1595,510500,176500,Hillingdon
1596,510500,176500,Hounslow
1597,512500,176500,Hounslow
1598,514500,176500,Hounslow
1599,516500,176500,Hounslow
1600,516500,176500,Richmond
1601,518500,176500,Richmond
1602,520500,176500,Hounslow
1603,520500,176500,Richmond
1604,522500,176500,Richmond
1605,522500,176500,Wandsworth
1606,524500,176500,Hammersmith and Fulham
1607,526500,176500,Wandsworth
1608,526500,176500,Kensington and Chelsea
1609,526500,176500,Hammersmith and Fulham
1610,528500,176500,Lambeth
1611,528500,176500,Wandsworth
1612,530500,176500,Lambeth
1613,532500,176500,Lambeth
1614,532500,176500,Southwark
1615,534500,176500,Southwark
1616,536500,176500,Lewisham
1617,538500,176500,Greenwich
1618,538500,176500,Lewisham
1619,540500,176500,Lewisham
1620,540500,176500,Greenwich
1621,542500,176500,Greenwich
1622,544500,176500,Bexley
1623,544500,176500,Greenwich
1624,546500,176500,Bexley
1625,548500,176500,Bexley
1626,550500,176500,Bexley
1627,552500,176500,Bexley
1628,554500,176500,Non GLA
1629,504500,175500,Non GLA
1630,504500,175500,Hillingdon
1631,506500,175500,Hillingdon
1632,508500,174500,Hillingdon
1633,508500,174500,Hounslow
1634,510500,174500,Hounslow
1635,512500,174500,Hounslow
1636,512500,174500,Richmond
1637,514500,174500,Richmond
1638,514500,174500,Hounslow
1639,516500,174500,Hounslow
1640,516500,174500,Richmond
1641,518500,174500,Richmond
1642,520500,174500,Richmond
1643,522500,174500,Wandsworth
1644,524500,174500,Wandsworth
1645,526500,174500,Wandsworth
1646,528500,174500,Lambeth
1647,528500,174500,Wandsworth
1648,530500,174500,Lambeth
1649,532500,174500,Southwark
1650,532500,174500,Lambeth
1651,534500,174500,Southwark
1652,534500,174500,Lewisham
1653,536500,174500,Lewisham
1654,536500,174500,Southwark
1655,538500,174500,Lewisham
1656,540500,174500,Lewisham
1657,540500,174500,Greenwich
1658,542500,174500,Greenwich
1659,544500,174500,Greenwich
1660,546500,174500,Bexley
1661,548500,174500,Bexley
1662,550500,174500,Bexley
1663,552500,174500,Non GLA
1664,552500,174500,Bexley
1665,554500,174500,Non GLA
1666,504500,173500,Non GLA
1667,506500,173500,Non GLA
1668,508500,172500,Non GLA
1669,508500,172500,Hounslow
1670,510500,172500,Hounslow
1671,512500,172500,Hounslow
1672,512500,172500,Richmond
1673,514500,172500,Richmond
1674,516500,172500,Richmond
1675,518500,172500,Richmond
1676,520500,172500,Richmond
1677,520500,172500,Kingston
1678,522500,172500,Merton
1679,522500,172500,Richmond
1680,522500,172500,Wandsworth
1681,524500,172500,Merton
1682,524500,172500,Wandsworth
1683,526500,172500,Wandsworth
1684,526500,172500,Merton
1685,528500,172500,Wandsworth
1686,530500,172500,Lambeth
1687,532500,172500,Southwark
1688,532500,172500,Lambeth
1689,534500,172500,Lewisham
1690,534500,172500,Southwark
1691,536500,172500,Lewisham
1692,538500,172500,Lewisham
1693,540500,172500,Lewisham
1694,540500,172500,Bromley
1695,542500,172500,Greenwich
1696,542500,172500,Bromley
1697,544500,172500,Bexley
1698,544500,172500,Bromley
1699,544500,172500,Greenwich
1700,546500,172500,Bexley
1701,548500,172500,Bexley
1702,550500,172500,Non GLA
1703,550500,172500,Bexley
1704,552500,172500,Non GLA
1705,554500,172500,Non GLA
1706,508500,170500,Non GLA
1707,510500,170500,Non GLA
1708,510500,170500,Hounslow
1709,512500,170500,Non GLA
1710,512500,170500,Hounslow
1711,512500,170500,Richmond
1712,514500,170500,Richmond
1713,516500,170500,Richmond
1714,518500,170500,Kingston
1715,520500,170500,Kingston
1716,522500,170500,Merton
1717,524500,170500,Merton
1718,526500,170500,Merton
1719,526500,170500,Wandsworth
1720,528500,170500,Merton
1721,528500,170500,Wandsworth
1722,530500,170500,Lambeth
1723,530500,170500,Croydon
1724,532500,170500,Croydon
1725,532500,170500,Lambeth
1726,534500,170500,Croydon
1727,534500,170500,Bromley
1728,536500,170500,Bromley
1729,538500,170500,Lewisham
1730,538500,170500,Bromley
1731,540500,170500,Bromley
1732,542500,170500,Bromley
1733,544500,170500,Bromley
1734,546500,170500,Bexley
1735,546500,170500,Bromley
1736,548500,170500,Bromley
1737,548500,170500,Bexley
1738,550500,170500,Non GLA
1739,552500,170500,Non GLA
1740,554500,170500,Non GLA
1741,512500,168500,Non GLA
1742,512500,168500,Richmond
1743,514500,168500,Non GLA
1744,514500,168500,Richmond
1745,516500,168500,Richmond
1746,518500,168500,Kingston
1747,520500,168500,Kingston
1748,522500,168500,Merton
1749,522500,168500,Kingston
1750,524500,168500,Merton
1751,526500,168500,Merton
1752,528500,168500,Merton
1753,530500,168500,Croydon
1754,530500,168500,Merton
1755,532500,168500,Croydon
1756,534500,168500,Croydon
1757,534500,168500,Bromley
1758,536500,168500,Bromley
1759,538500,168500,Bromley
1760,540500,168500,Bromley
1761,542500,168500,Bromley
1762,544500,168500,Bromley
1763,546500,168500,Bromley
1764,548500,168500,Bromley
1765,550500,168500,Non GLA
1766,550500,168500,Bromley
1767,517500,166500,Non GLA
1768,517500,166500,Kingston
1769,519500,166500,Kingston
1770,521500,166500,Non GLA
1771,521500,166500,Kingston
1772,523500,166500,Merton
1773,523500,166500,Sutton
1774,525500,166500,Merton
1775,525500,166500,Sutton
1776,527500,166500,Sutton
1777,529500,166500,Sutton
1778,531500,166500,Croydon
1779,533500,166500,Croydon
1780,535500,166500,Croydon
1781,537500,166500,Croydon
1782,537500,166500,Bromley
1783,539500,166500,Bromley
1784,541500,166500,Bromley
1785,543500,166500,Bromley
1786,545500,166500,Bromley
1787,547500,166500,Bromley
1788,549500,166500,Non GLA
1789,549500,166500,Bromley
1790,517500,164500,Non GLA
1791,517500,164500,Kingston
1792,519500,164500,Non GLA
1793,519500,164500,Kingston
1794,521500,164500,Non GLA
1795,523500,164500,Non GLA
1796,523500,164500,Sutton
1797,525500,164500,Sutton
1798,527500,164500,Sutton
1799,529500,164500,Sutton
1800,531500,164500,Croydon
1801,533500,164500,Croydon
1802,535500,164500,Croydon
1803,537500,164500,Bromley
1804,537500,164500,Croydon
1805,539500,164500,Bromley
1806,541500,164500,Bromley
1807,543500,164500,Bromley
1808,545500,164500,Bromley
1809,547500,164500,Bromley
1810,549500,164500,Non GLA
1811,549500,164500,Bromley
1812,517500,162500,Kingston
1813,519500,162500,Non GLA
1814,521500,162500,Non GLA
1815,523500,162500,Non GLA
1816,523500,162500,Sutton
1817,525500,162500,Non GLA
1818,525500,162500,Sutton
1819,527500,162500,Sutton
1820,529500,162500,Croydon
1821,529500,162500,Sutton
1822,531500,162500,Croydon
1823,531500,162500,Sutton
1824,533500,162500,Croydon
1825,535500,162500,Croydon
1826,537500,162500,Croydon
1827,539500,162500,Bromley
1828,539500,162500,Croydon
1829,541500,162500,Bromley
1830,543500,162500,Bromley
1831,545500,162500,Bromley
1832,547500,162500,Non GLA
1833,547500,162500,Bromley
1834,549500,162500,Non GLA
1835,517500,160500,Non GLA
1836,517500,160500,Kingston
1837,519500,160500,Non GLA
1838,521500,160500,Non GLA
1839,523500,160500,Non GLA
1840,523500,160500,Sutton
1841,525500,160500,Non GLA
1842,527500,160500,Non GLA
1843,527500,160500,Sutton
1844,529500,160500,Sutton
1845,529500,160500,Croydon
1846,531500,160500,Croydon
1847,533500,160500,Croydon
1848,535500,160500,Non GLA
1849,535500,160500,Croydon
1850,537500,160500,Non GLA
1851,539500,160500,Non GLA
1852,539500,160500,Croydon
1853,539500,160500,Bromley
1854,541500,160500,Bromley
1855,543500,160500,Bromley
1856,545500,160500,Bromley
1857,547500,160500,Non GLA
1858,547500,160500,Bromley
1859,549500,160500,Non GLA
1860,529500,158500,Croydon
1861,531500,158500,Croydon
1862,533500,158500,Non GLA
1863,533500,158500,Croydon
1864,535500,158500,Non GLA
1865,537500,158500,Non GLA
1866,539500,158500,Non GLA
1867,541500,158500,Non GLA
1868,541500,158500,Bromley
1869,543500,158500,Bromley
1870,545500,158500,Non GLA
1871,545500,158500,Bromley
1872,547500,158500,Non GLA
1873,549500,158500,Non GLA
1874,529500,156500,Non GLA
1875,531500,156500,Non GLA
1876,531500,156500,Croydon
1877,533500,156500,Non GLA
1878,535500,156500,Non GLA
1879,537500,156500,Non GLA
1880,539500,156500,Non GLA
1881,541500,156500,Non GLA
1882,543500,156500,Non GLA
1883,543500,156500,Bromley
1884,545500,156500,Non GLA
1885,545500,156500,Bromley
1886,547500,156500,Non GLA
1887,549500,156500,Non GLA
1888,525500,199500,Non GLA
1889,527500,199500,Non GLA
1890,527500,199500,Enfield
1891,529500,199500,Enfield
1892,531500,199500,Enfield
1893,533500,199500,Enfield
1894,535500,199500,Enfield
1895,537500,199500,Non GLA
1896,537500,199500,Enfield
1897,517500,197500,Non GLA
1898,519500,197500,Non GLA
1899,521500,197500,Non GLA
1900,523500,197500,Non GLA
1901,523500,197500,Barnet
1902,525500,197500,Non GLA
1903,525500,197500,Barnet
1904,525500,197500,Enfield
1905,527500,197500,Enfield
1906,527500,197500,Barnet
1907,529500,197500,Enfield
1908,531500,197500,Enfield
1909,533500,197500,Enfield
1910,535500,197500,Enfield
1911,537500,197500,Non GLA
1912,537500,197500,Enfield
1913,517500,195500,Non GLA
1914,519500,195500,Non GLA
1915,519500,195500,Barnet
1916,521500,195500,Non GLA
1917,521500,195500,Barnet
1918,523500,195500,Barnet
1919,525500,195500,Barnet
1920,527500,195500,Enfield
1921,527500,195500,Barnet
1922,529500,195500,Enfield
1923,531500,195500,Enfield
1924,533500,195500,Enfield
1925,535500,195500,Enfield
1926,537500,195500,Non GLA
1927,537500,195500,Enfield
1928,537500,195500,Waltham Forest
1929,539500,195500,Non GLA
1930,539500,195500,Waltham Forest
1931,509500,193500,Non GLA
1932,511500,193500,Non GLA
1933,513500,193500,Non GLA
1934,513500,193500,Harrow
1935,515500,193500,Non GLA
1936,515500,193500,Harrow
1937,517500,193500,Harrow
1938,517500,193500,Barnet
1939,519500,193500,Barnet
1940,521500,193500,Barnet
1941,523500,193500,Barnet
1942,525500,193500,Barnet
1943,527500,193500,Barnet
1944,529500,193500,Enfield
1945,529500,193500,Barnet
1946,531500,193500,Enfield
1947,533500,193500,Enfield
1948,535500,193500,Enfield
1949,537500,193500,Waltham Forest
1950,537500,193500,Enfield
1951,539500,193500,Redbridge
